-0.044161,0.04
0.1195,0.04
0.09921,0.04
0.077514,0.04
0.08793,0.04
0.077573,0.04
0.12053,0.061941
-0.048726,0.3765
0.12081,0.48
-0.048669,0.48
0.099565,0.44513
0.099604,-0.19058
0.08797,0.14714
0.088018,0.53408
0.088045,0.74267
0.12152,0.70852
-0.053166,0.66
-0.052473,0.31574
-0.052051,-0.21949
0.12163,-0.044137
0.10019,0.012606
0.076743,-0.2466
0.10006,-0.31161
-0.054134,-0.41915
0.1218,-0.6372
0.07693,-0.49329
0.076951,-0.11885
0.076858,-0.059515
0.10033,-0.75419
0.088254,-0.84
0.12335,-0.83708
0.12332,-0.2291
0.076689,0.33613
0.10028,0.32166
0.12177,0.18671
-0.056791,0.073321
0.12188,-0.07734
0.10014,-0.08
0.077123,-0.08
0.077117,0.15528
0.077482,0.79606
0.087954,0.84
0.077512,0.84
-0.050881,0.84
0.099899,0.84
0.0881,0.83814
0.10021,0.24167
0.088201,-0.7828
-0.05718,-0.84
0.10059,-0.84
0.10106,-0.91109
-0.062016,-0.96509
0.076289,-0.18283
0.10011,0.65089
-0.050312,0.43171
0.077397,0.47332
-0.047257,0.56551
0.077184,0.24323
0.088028,0.31984
0.1208,0.32
-0.047041,0.32
0.087915,0.32
0.077562,0.32
0.09956,0.31999
0.087948,-0.067099
0.088413,-0.94343
0.074025,-1
0.073315,-1
0.074386,-0.97891
0.10104,-0.59019
0.088201,-0.59134
0.10022,-0.97931
0.12464,-1
-0.070046,-1
0.10152,-1
0.088125,-1
0.099896,-1
-0.053581,-0.78498
0.088062,0.0095594
0.077292,0.1
0.099143,0.1
0.12005,0.11736
0.12026,0.42569
0.099657,0.68528
-0.048263,0.81998
0.099543,0.79029
0.088096,-0.14152
0.12371,-0.97468
0.12535,-1
0.1253,-1
0.088416,-0.99542
0.088285,-0.3811
0.08823,0.084286
-0.055657,-0.099103
-0.055243,-0.1
0.088324,-0.1
0.076155,-0.1
0.12429,-0.1
0.12454,-0.1
0.10139,-0.1
0.10076,-0.062681
0.12166,0.35365
0.07716,0.65191
0.09988,0.66
0.088091,0.66
-0.053894,0.66
0.10006,0.66
0.088009,0.66
0.12085,0.66
0.077026,0.66
0.12153,0.66
0.12128,0.66
0.099756,0.66
-0.053291,0.66
0.076623,0.66
0.088261,0.66
0.076877,0.66
-0.051715,0.66
0.12053,0.65885
0.088029,0.59584
0.12117,0.56
0.077108,0.56
0.1001,0.1549
0.077024,-0.90286
-0.057894,-1
0.12404,-0.88281
-0.068769,-0.16029
-0.065598,-0.0092902
0.12298,0.27301
0.10027,0.4
0.12184,0.4
0.077107,0.4
0.099769,0.4
-0.04614,0.4
0.087839,0.4
0.099202,0.55673
0.12031,0.79706
0.12106,0.8
0.077209,0.8
0.099768,0.8
-0.050403,0.8
0.088139,0.8
0.12178,0.8
0.077054,0.8
-0.047278,0.8
0.1,0.8
0.088043,0.8
0.077099,0.70028
0.087915,0.48707
0.077635,0.42099
0.088025,0.44056
0.088233,0.23778
0.10054,-0.13977
0.088773,-0.088504
0.089309,0.39582
0.089357,0.52
0.10216,0.52
-0.06085,0.52
0.088327,0.52
0.10092,0.52
0.12155,0.52
0.12101,0.52
0.077253,0.52
0.12046,0.52
0.099797,0.52
0.077289,0.52
-0.052519,0.52
0.077222,0.52
-0.051765,0.52
0.088113,0.66277
0.10025,0.83933
0.12233,0.84
0.087975,0.84
-0.047722,0.84
0.11939,0.84
0.077642,0.84
-0.045149,0.72006
0.12038,-0.49296
-0.049434,-0.99973
0.076934,-1
0.088061,-1
0.076906,-0.83971
-0.060342,0.14501
0.088287,0.36
0.076186,0.36
0.1216,0.36
0.09958,0.36
-0.047488,0.35481
-0.046251,0.20226
0.11996,-0.17812
0.087872,-0.22
0.099414,-0.22
0.12005,-0.22
0.077129,-0.22
0.087963,-0.20857
-0.050274,-0.07693
-0.045269,-0.2288
-0.046107,-0.60804
0.077614,-0.7
0.11957,-0.7
0.099254,-0.7
0.099207,-0.7
-0.050869,-0.7
-0.05123,-0.7
0.087972,-0.7
0.11988,-0.7
0.077546,-0.7
0.087985,-0.7
0.076546,-0.7
