0.31476,0
0.41076,0
0.59998,0
0.513,0
0.45201,0
0.48609,0.079403
0.36113,0.61548
0.29149,0.8613
0.45286,0.96
0.46603,0.96
0.69628,0.96
0.74813,0.96
0.81246,0.96
0.84535,0.96
0.83993,0.96
0.87454,0.96
0.87436,0.96
0.88336,0.96
0.88546,0.96
0.47904,0.96
0.77814,0.87217
0.27455,0.51475
0.33659,0.38004
0.28532,0.38
0.29033,0.38
0.40182,0.38
0.37968,0.34565
0.15312,0.10292
0.14128,0.02
0.09487,0.02
0.13349,0.02
0.21057,0.02
0.24741,0.02
0.14198,0.02
0.13953,0.02
0.18749,0.021314
0.21653,0.12968
0.21395,0.2
0.24886,0.2
0.24346,0.2
0.15372,0.2
0.16728,0.2
0.25521,0.2
0.23582,0.2
0.2164,0.2
0.34879,0.2
0.38365,0.2
0.3282,0.20439
0.22694,0.27538
0.23135,0.3
0.25552,0.3
0.24929,0.3
0.28217,0.3
0.32502,0.3
0.31027,0.3
0.29742,0.3
0.32816,0.30176
0.35963,0.42371
0.37545,0.5
0.33136,0.5
0.3173,0.3409
0.3141,0.084121
0.24074,0.08
0.30052,0.08
0.27246,0.08
0.25119,0.13198
0.26055,0.25478
0.25104,0.26
0.24168,0.26
0.2801,0.26
0.26551,0.26
0.26578,0.26
0.27287,0.26
0.29842,0.26
0.26066,0.26
0.34744,0.26
0.29103,0.27367
0.29581,0.34879
0.28277,0.36
0.34948,0.36
0.36748,0.36
0.37329,0.36
0.35498,0.36
0.37314,0.36
0.37761,0.36206
0.36079,0.42845
0.43009,0.46
0.46717,0.46
0.45704,0.46
0.46311,0.46
0.45039,0.46
0.44043,0.46
0.42541,0.46
0.44535,0.46
0.44856,0.46
0.46074,0.46
0.43405,0.46
0.33047,0.46
0.36341,0.46
0.39957,0.46
0.38766,0.43378
0.31532,0.31453
0.35308,0.3
0.34398,0.3
0.35604,0.3
0.41223,0.33001
0.39313,0.43174
0.43645,0.44
0.41535,0.44
0.42753,0.44
0.41701,0.44
0.42937,0.44
0.4085,0.44
0.48075,0.43062
0.446,0.13993
0.40863,0.28769
0.49743,0.69463
0.53411,0.7
0.55463,0.7
0.54629,0.7
0.56278,0.7
0.55292,0.7
0.55984,0.609
0.53659,0.42583
0.52181,0.42
0.50089,0.42
0.48194,0.42
0.47563,0.42
0.38924,0.42
0.41583,0.42
0.38919,0.42
0.45703,0.42
0.45848,0.42
0.47018,0.42
0.46606,0.42
0.42687,0.42
0.48815,0.42
0.47988,0.42
0.48058,0.42
0.42844,0.42
0.48079,0.42
0.48253,0.42
0.47772,0.42
0.44256,0.42
0.43375,0.42
0.4528,0.42
0.45626,0.42
0.47028,0.41999
0.46195,0.37065
0.45295,0.48868
0.49204,0.77438
0.50562,0.78
0.43963,0.78
0.53881,0.78
0.54328,0.77843
0.56379,0.63548
0.44967,0.26671
0.31731,0.12042
0.32813,0.12
0.3835,0.12
0.42815,0.12
0.39807,0.12
0.36576,0.12
0.39269,0.18775
0.44393,0.71019
0.6358,0.91327
0.54476,0.92
0.69158,0.92
0.65491,0.92
0.73888,0.92
0.51011,0.9172
0.56501,0.75967
0.4288,0.55558
0.47205,0.38653
0.45133,0.34
0.42521,0.34
0.38436,0.34
0.55489,0.34
0.49549,0.34
0.53487,0.34
0.64191,0.34
0.49887,0.34
0.51722,0.34
0.49144,0.34
0.50314,0.34
0.45652,0.30055
0.57769,0.17031
0.54508,0.33028
0.5662,0.72747
0.53895,0.83824
0.65778,0.99197
0.72608,1
0.72804,1
0.72514,1
0.74913,1
0.70465,0.98053
0.6975,0.80323
0.74257,0.76
0.74539,0.76
0.74823,0.76
0.78264,0.76
0.75745,0.76
0.73027,0.76
0.66364,0.82962
0.83577,0.99323
0.87368,1
0.79828,1
0.84068,1
0.80387,0.99951
0.78494,0.82388
0.83414,0.56564
0.71984,0.41733
0.61858,0.4
0.53051,0.40024
0.46648,0.56864
0.54231,0.73976
0.58015,0.74
0.53985,0.74
0.62221,0.74
0.69187,0.74
0.64531,0.70095
0.65335,0.6222
0.57609,0.5776
0.62171,0.43222
0.60392,0.42
0.64897,0.42
0.43571,0.42
0.4458,0.42
0.38537,0.32683
0.60615,-0.2
0.32456,0.12
0.33919,0.12
0.51721,0.12
0.52576,0.18113
0.44899,0.4326
0.46629,0.46
0.47552,0.46
0.53151,0.49113
0.53379,0.6956
0.63577,0.92031
0.59787,0.94
0.51841,0.94
0.40479,0.90731
0.44045,0.39569
0.39611,0.061587
0.3829,0.06
0.35767,0.06
0.40613,0.21415
0.59375,0.61397
0.69374,0.72409
0.68284,0.74
0.6883,0.74
0.68256,0.74
0.66239,0.74
0.61816,0.74
0.65626,0.74
0.72938,0.74
0.73491,0.77281
0.83424,0.88956
0.85049,0.9
0.83515,0.9
0.71195,0.9
0.7527,0.9
0.59769,0.9
0.698,0.9
0.77502,0.9
0.77493,0.9
0.78476,0.9
0.66018,0.9
0.63944,0.85965
0.46826,0.72992
0.5228,0.70868
0.50041,0.44343
0.61203,0.32
0.64144,0.32
0.49194,0.32
0.63556,0.32014
0.6213,0.53951
0.57276,0.77942
0.54906,0.78
0.69327,0.8046
0.64449,0.90842
0.77574,0.91947
